CellType,annotLevel,p,fold_change,sd_from_mean,GeneSet,Study
Exc_L3-5_RORB_FILIP1L,2,0,1.9945022340511833,13.212935509434104,UMI:Ex2,AIBS2019
Exc_L3-5_RORB_TWIST2,2,0,1.865658848781228,9.727927062848272,UMI:Ex2,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,1e-4,1.4911975491070375,5.228565301366382,UMI:Ex2,AIBS2019
Exc_L4-5_RORB_DAPK2,2,3e-4,1.562754067097955,5.723280715734402,UMI:Ex2,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.6938542221587494,11.587754652642438,UMI:Ex2,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0.2193,1.0861904548857706,0.6587919639463187,UMI:Ex2,AIBS2019
Exc_L4-6_RORB_C1R,2,0,1.5641627636143431,7.715608879194848,UMI:Ex2,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,1.5582831053342825,9.549852301978252,UMI:Ex2,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,1.440745081411784,5.823192830757517,UMI:Ex2,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,1e-4,1.421815283584927,4.918018999980142,UMI:Ex2,AIBS2019
Exc_L5-6_RORB_TTC12,2,0,1.5621847157125701,5.316156283344344,UMI:Ex2,AIBS2019
Exc_L5-6_SLC17A7_IL15,2,0.0182,1.2658166260024872,2.5712720529419313,UMI:Ex2,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0,1.7785563205292914,14.041872253379232,UMI:Ex2,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,0,1.4910013592413536,5.3280161823236005,UMI:Ex2,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,5e-4,1.5961877563528313,5.487009259332329,UMI:Ex2,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,1e-4,1.5806029488814635,5.895206152870279,UMI:Ex2,AIBS2019
Exc_L6_FEZF2_OR2T8,2,0.002,1.3905993860501573,3.7147566314094234,UMI:Ex2,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,0.0332,1.2404747236630356,2.129394586421602,UMI:Ex2,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.6032,0.9465214959297932,-0.4022509378962795,UMI:Ex2,AIBS2019
Inh_L1-2_LAMP5_DBP,2,0.5936,0.963107185762316,-0.32824075164288125,UMI:Ex2,AIBS2019
Inh_L1-2_PAX6_CDH12,2,0.9741,0.8549873304512593,-1.567560053124163,UMI:Ex2,AIBS2019
Inh_L1-2_PAX6_TNFAIP8L3,2,0.771,0.9195606021661534,-0.7428655395175672,UMI:Ex2,AIBS2019
Inh_L1-2_SST_BAGE2,2,0.3343,1.021344813522447,0.21957340973733827,UMI:Ex2,AIBS2019
Inh_L1-2_VIP_LBH,2,0.8226,0.9189224890261578,-0.8464572562470043,UMI:Ex2,AIBS2019
Inh_L1-2_VIP_PCDH20,2,0.7589,0.9320050307305294,-0.7386602030413463,UMI:Ex2,AIBS2019
Inh_L1-2_VIP_TSPAN12,2,0.9734,0.8457386519426812,-1.7181118289536759,UMI:Ex2,AIBS2019
Inh_L1-3_PAX6_SYT6,2,0.676,0.9330951144844954,-0.522259527504242,UMI:Ex2,AIBS2019
Inh_L1-3_SST_CALB1,2,0.9113,0.8905325111940863,-1.16607272705472,UMI:Ex2,AIBS2019
Inh_L1-3_VIP_ADAMTSL1,2,0.5286,0.986173252782556,-0.16204682933506379,UMI:Ex2,AIBS2019
Inh_L1-3_VIP_CCDC184,2,0.9,0.8962447005824316,-1.0119900260473866,UMI:Ex2,AIBS2019
Inh_L1-3_VIP_CHRM2,2,0.9288,0.8968253320905536,-1.0937640054040396,UMI:Ex2,AIBS2019
Inh_L1-3_VIP_GGH,2,0.9085,0.8776379929066537,-1.0707936202682937,UMI:Ex2,AIBS2019
Inh_L1-4_LAMP5_LCP2,2,0.8123,0.932689494271471,-0.8323942668556471,UMI:Ex2,AIBS2019
Inh_L1-4_VIP_CHRNA6,2,0.7097,0.9277428717130016,-0.6060445934932471,UMI:Ex2,AIBS2019
Inh_L1-4_VIP_OPRM1,2,0.2728,1.04320724307688,0.47588418769052504,UMI:Ex2,AIBS2019
Inh_L1-4_VIP_PENK,2,0.6905,0.9209538359401649,-0.5682791735516426,UMI:Ex2,AIBS2019
Inh_L1_SST_CHRNA4,2,0.1894,1.0775572407502763,0.7723754615305235,UMI:Ex2,AIBS2019
Inh_L1_SST_NMBR,2,0.1835,1.0740025265543438,0.8602582133421568,UMI:Ex2,AIBS2019
Inh_L2-3_VIP_CASC6,2,0.5968,0.9752575708763814,-0.31667911811630733,UMI:Ex2,AIBS2019
Inh_L2-4_PVALB_WFDC2,2,0.5573,0.989720617071887,-0.1784741044758601,UMI:Ex2,AIBS2019
Inh_L2-4_SST_FRZB,2,0.5036,0.9893881721925462,-0.11835705350340889,UMI:Ex2,AIBS2019
Inh_L2-4_VIP_CBLN1,2,0.5256,0.9732885714008372,-0.22833855217548094,UMI:Ex2,AIBS2019
Inh_L2-4_VIP_SPAG17,2,0.4078,1.0126081353899172,0.12940493484655333,UMI:Ex2,AIBS2019
Inh_L2-5_PVALB_SCUBE3,2,0.2243,1.0779525635829317,0.5687166025666562,UMI:Ex2,AIBS2019
Inh_L2-5_VIP_SERPINF1,2,0.6782,0.9314346718089683,-0.5239007028424587,UMI:Ex2,AIBS2019
Inh_L2-5_VIP_TYR,2,0.6093,0.9457999384070979,-0.4180583303249639,UMI:Ex2,AIBS2019
Inh_L2-6_LAMP5_CA1,2,0.3572,1.0208660418029358,0.2224930207679045,UMI:Ex2,AIBS2019
Inh_L2-6_VIP_QPCT,2,0.702,0.941862459940961,-0.559137059772442,UMI:Ex2,AIBS2019
Inh_L3-5_SST_ADGRG6,2,0.7291,0.9460613536052067,-0.6431610237436018,UMI:Ex2,AIBS2019
Inh_L3-6_SST_HPGD,2,0.259,1.046736629865098,0.4712253179186966,UMI:Ex2,AIBS2019
Inh_L3-6_SST_NPY,2,0.743,0.8898248929242872,-0.6899833977515304,UMI:Ex2,AIBS2019
Inh_L3-6_VIP_HS3ST3A1,2,0.6112,0.9582522717099305,-0.4049307813283052,UMI:Ex2,AIBS2019
Inh_L4-5_PVALB_MEPE,2,0.7299,0.9495557750713833,-0.6188655837410874,UMI:Ex2,AIBS2019
Inh_L4-5_SST_STK32A,2,0.6753,0.9489593956925784,-0.5187449871710996,UMI:Ex2,AIBS2019
Inh_L4-6_PVALB_SULF1,2,0.4958,0.9972547535116766,-0.04205378147607528,UMI:Ex2,AIBS2019
Inh_L4-6_SST_B3GAT2,2,0.2746,1.0335611763207888,0.37751756408473125,UMI:Ex2,AIBS2019
Inh_L4-6_SST_GXYLT2,2,0.1631,1.1134729016585612,0.9223434320882933,UMI:Ex2,AIBS2019
Inh_L5-6_GAD1_GLP1R,2,0.9465,0.8049051337010283,-1.1646018940694591,UMI:Ex2,AIBS2019
Inh_L5-6_PVALB_LGR5,2,0.8388,0.9085902763760532,-0.8967481992594706,UMI:Ex2,AIBS2019
Inh_L5-6_SST_KLHDC8A,2,0.3715,1.009321375842217,0.0696410687664146,UMI:Ex2,AIBS2019
Inh_L5-6_SST_MIR548F2,2,0.6981,0.9464096931818974,-0.5591467774824007,UMI:Ex2,AIBS2019
Inh_L5-6_SST_NPM1P10,2,0.0884,1.1385251228273563,1.329934346271833,UMI:Ex2,AIBS2019
Inh_L5-6_SST_TH,2,0.1774,1.0726659463382806,0.5919515397163786,UMI:Ex2,AIBS2019
Micro_L1-3_TYROBP,2,1,0.1929444683254667,-3.129088540208805,UMI:Ex2,AIBS2019
OPC_L1-6_PDGFRA,2,0.998,0.6755419218166604,-2.1346304238906777,UMI:Ex2,AIBS2019
Oligo_L1-6_OPALIN,2,1,0.2602817040518883,-3.400524406611529,UMI:Ex2,AIBS2019
Astro_L1-2_FGFR3_GFAP,2,1,0.384841645919787,-4.079660957984367,UMI:Ex3e,AIBS2019
Astro_L1-6_FGFR3_SLC14A1,2,1,0.32015385758046155,-5.212537366772952,UMI:Ex3e,AIBS2019
Endo_L2-6_NOSTRIN,2,1,0.2768886376543953,-3.6059932248601387,UMI:Ex3e,AIBS2019
Exc_L2-3_LINC00507_FREM3,2,0,1.3737829311101564,7.189668112333636,UMI:Ex3e,AIBS2019
Exc_L2-4_LINC00507_GLP2R,2,0,1.5486368194614875,7.555320668364739,UMI:Ex3e,AIBS2019
Exc_L2_LAMP5_LTK,2,0,1.3239040430832874,5.057988629697143,UMI:Ex3e,AIBS2019
Exc_L3-4_RORB_CARM1P1,2,0,1.3821312349023203,6.011274327562307,UMI:Ex3e,AIBS2019
Exc_L3-5_RORB_COL22A1,2,0,1.535226310697093,6.4212017255296034,UMI:Ex3e,AIBS2019
Exc_L3-5_RORB_ESR1,2,0,1.5893780525802934,10.900263207897153,UMI:Ex3e,AIBS2019
Exc_L3-5_RORB_FILIP1L,2,0,1.4855325951066685,8.332740663185973,UMI:Ex3e,AIBS2019
Exc_L3-5_RORB_TWIST2,2,0.002,1.5205425549292002,4.413859701375583,UMI:Ex3e,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,0.0034,1.3322811917157489,3.7770063586337277,UMI:Ex3e,AIBS2019
Exc_L4-5_RORB_DAPK2,2,0,1.5920023428240764,8.547553851727661,UMI:Ex3e,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.5381762651652464,11.220450822026695,UMI:Ex3e,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0.0439,1.1972819149846392,1.973319432880864,UMI:Ex3e,AIBS2019
Exc_L4-6_RORB_C1R,2,0,1.434990409229287,7.543984788316484,UMI:Ex3e,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,1.7139902802604612,15.397057812128843,UMI:Ex3e,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,1.3856113298880983,6.02721456985372,UMI:Ex3e,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,0,1.336215980448458,4.954242997074136,UMI:Ex3e,AIBS2019
Exc_L5-6_RORB_TTC12,2,2e-4,1.39450449891867,6.052582997999327,UMI:Ex3e,AIBS2019
Exc_L5-6_SLC17A7_IL15,2,0.0013,1.3896175469162506,4.256804272070948,UMI:Ex3e,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0,1.6170143344189523,11.827331194183815,UMI:Ex3e,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,1e-4,1.4133661590738584,5.516878285705873,UMI:Ex3e,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,0.0374,1.2494864358306605,2.1171568562361447,UMI:Ex3e,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,4e-4,1.3982410780591554,5.1019480503038555,UMI:Ex3e,AIBS2019
Exc_L6_FEZF2_OR2T8,2,0,1.6026811759405954,6.1430127251323405,UMI:Ex3e,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,0,1.7291576519588974,6.908392352044074,UMI:Ex3e,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.1499,1.094819193750027,0.9835601116609843,UMI:Ex3e,AIBS2019
Inh_L1-2_LAMP5_DBP,2,0.0119,1.2422759719723484,2.6830705915900306,UMI:Ex3e,AIBS2019
Inh_L1-2_PAX6_CDH12,2,0.0256,1.2234321956985057,2.472701516191187,UMI:Ex3e,AIBS2019
Inh_L1-2_PAX6_TNFAIP8L3,2,0.0045,1.3486490791242374,3.4182113139354597,UMI:Ex3e,AIBS2019
Inh_L1-2_SST_BAGE2,2,0.064,1.1297645086705834,1.6653296169299292,UMI:Ex3e,AIBS2019
Inh_L1-2_VIP_LBH,2,0.0238,1.2684882745101977,2.5070817299876045,UMI:Ex3e,AIBS2019
Inh_L1-2_VIP_PCDH20,2,0.0057,1.3031187366486172,3.4228462865447913,UMI:Ex3e,AIBS2019
Inh_L1-2_VIP_TSPAN12,2,0.0133,1.243896916871757,2.884268862209848,UMI:Ex3e,AIBS2019
Inh_L1-3_PAX6_SYT6,2,0.0635,1.1671939329777778,1.7047813268402512,UMI:Ex3e,AIBS2019
Inh_L1-3_SST_CALB1,2,0.0589,1.10576638094407,1.6758226363930766,UMI:Ex3e,AIBS2019
Inh_L1-3_VIP_ADAMTSL1,2,0.1287,1.094212248326492,1.1188154725941082,UMI:Ex3e,AIBS2019
Inh_L1-3_VIP_CCDC184,2,0.0287,1.1866510191544202,2.393011337979509,UMI:Ex3e,AIBS2019
Inh_L1-3_VIP_CHRM2,2,0.0242,1.128876667397023,2.1659414328612185,UMI:Ex3e,AIBS2019
Inh_L1-3_VIP_GGH,2,0.0482,1.2139478728081232,1.9208089689711927,UMI:Ex3e,AIBS2019
Inh_L1-4_LAMP5_LCP2,2,0.0051,1.2222414229153917,3.462650210708553,UMI:Ex3e,AIBS2019
Inh_L1-4_VIP_CHRNA6,2,0.0361,1.1883872284246622,1.9930951675884478,UMI:Ex3e,AIBS2019
Inh_L1-4_VIP_OPRM1,2,0.0198,1.2161512263239345,2.560818916076311,UMI:Ex3e,AIBS2019
Inh_L1-4_VIP_PENK,2,0.0189,1.250901307333673,2.4337150523141218,UMI:Ex3e,AIBS2019
Inh_L1_SST_CHRNA4,2,0.0085,1.2940501320892706,3.148069754343941,UMI:Ex3e,AIBS2019
Inh_L1_SST_NMBR,2,2e-4,1.276125535350627,4.804608102024246,UMI:Ex3e,AIBS2019
Inh_L2-3_VIP_CASC6,2,0.0155,1.1797312247158696,2.496252148710905,UMI:Ex3e,AIBS2019
Inh_L2-4_PVALB_WFDC2,2,0.0042,1.1458676571507376,2.9563388955803744,UMI:Ex3e,AIBS2019
Inh_L2-4_SST_FRZB,2,0.0067,1.246839557605635,3.3724231805026124,UMI:Ex3e,AIBS2019
Inh_L2-4_VIP_CBLN1,2,0.1098,1.1095697576905752,1.2164455769780282,UMI:Ex3e,AIBS2019
Inh_L2-4_VIP_SPAG17,2,0.0302,1.2043131647207277,2.2143654896610387,UMI:Ex3e,AIBS2019
Inh_L2-5_PVALB_SCUBE3,2,0.0702,1.1841039312301167,1.6531312383423997,UMI:Ex3e,AIBS2019
Inh_L2-5_VIP_SERPINF1,2,0.265,1.0417913858576957,0.4181458622806648,UMI:Ex3e,AIBS2019
Inh_L2-5_VIP_TYR,2,0.0534,1.1893060839040852,1.8544082926863794,UMI:Ex3e,AIBS2019
Inh_L2-6_LAMP5_CA1,2,0.0271,1.143861669938223,2.2071170969891716,UMI:Ex3e,AIBS2019
Inh_L2-6_VIP_QPCT,2,0.0055,1.30230520246638,3.339650267617328,UMI:Ex3e,AIBS2019
Inh_L3-5_SST_ADGRG6,2,0.0902,1.0935407016167933,1.3307263720924845,UMI:Ex3e,AIBS2019
Inh_L3-6_SST_HPGD,2,0.0229,1.244673395454111,2.690283187994274,UMI:Ex3e,AIBS2019
Inh_L3-6_SST_NPY,2,0.7527,0.8983751448066488,-0.724582354661209,UMI:Ex3e,AIBS2019
Inh_L3-6_VIP_HS3ST3A1,2,0.2058,1.0691499357908874,0.6884466213160653,UMI:Ex3e,AIBS2019
Inh_L4-5_PVALB_MEPE,2,0.304,1.0263170804781245,0.3579691439467882,UMI:Ex3e,AIBS2019
Inh_L4-5_SST_STK32A,2,0.0544,1.177891010600828,1.9167751506178055,UMI:Ex3e,AIBS2019
Inh_L4-6_PVALB_SULF1,2,0.1157,1.0635189860440777,1.2068220699465557,UMI:Ex3e,AIBS2019
Inh_L4-6_SST_B3GAT2,2,0.0039,1.2320051930313087,3.4633975445227594,UMI:Ex3e,AIBS2019
Inh_L4-6_SST_GXYLT2,2,0.0187,1.2484694762559825,2.5619067124000194,UMI:Ex3e,AIBS2019
Inh_L5-6_GAD1_GLP1R,2,0.1762,1.0893171930885406,0.87413891982874,UMI:Ex3e,AIBS2019
Inh_L5-6_PVALB_LGR5,2,0.4396,0.9990744759085299,-0.009798651691702534,UMI:Ex3e,AIBS2019
Inh_L5-6_SST_KLHDC8A,2,0.38,1.0063060874456702,0.0565208189623887,UMI:Ex3e,AIBS2019
Inh_L5-6_SST_MIR548F2,2,0.6211,0.957462247180277,-0.44320308082091825,UMI:Ex3e,AIBS2019
Inh_L5-6_SST_NPM1P10,2,0.0036,1.2924418823624169,3.6612700937767024,UMI:Ex3e,AIBS2019
Inh_L5-6_SST_TH,2,0.0094,1.325126931352613,3.0285216598421187,UMI:Ex3e,AIBS2019
Micro_L1-3_TYROBP,2,1,0.2677176305507098,-3.888596159609591,UMI:Ex3e,AIBS2019
OPC_L1-6_PDGFRA,2,1,0.44728026831382994,-4.261132259822606,UMI:Ex3e,AIBS2019
Oligo_L1-6_OPALIN,2,1,0.4579844308297631,-3.2174608668709657,UMI:Ex3e,AIBS2019
Astro_L1-2_FGFR3_GFAP,2,1,0.2252270020436846,-4.404117425530173,UMI:Ex4,AIBS2019
Astro_L1-6_FGFR3_SLC14A1,2,1,0.24995227395642014,-5.182092220066192,UMI:Ex4,AIBS2019
Endo_L2-6_NOSTRIN,2,1,0.26666688668502725,-3.272266813923048,UMI:Ex4,AIBS2019
Exc_L2-3_LINC00507_FREM3,2,0,1.452358926948191,8.041248352704876,UMI:Ex4,AIBS2019
Exc_L2-4_LINC00507_GLP2R,2,0,1.5394676225275732,7.216467597394292,UMI:Ex4,AIBS2019
Exc_L2_LAMP5_LTK,2,4e-4,1.3319342674436412,4.641995299940948,UMI:Ex4,AIBS2019
Exc_L3-4_RORB_CARM1P1,2,0,1.7040880656721895,10.519566979004322,UMI:Ex4,AIBS2019
Exc_L3-5_RORB_COL22A1,2,0,1.796848710303258,9.092568607537158,UMI:Ex4,AIBS2019
Exc_L3-5_RORB_ESR1,2,0,2.2720669529375668,19.505243648011355,UMI:Ex4,AIBS2019
Exc_L3-5_RORB_FILIP1L,2,0,1.801275086152795,12.54860253482404,UMI:Ex4,AIBS2019
Exc_L3-5_RORB_TWIST2,2,0,2.0331642952633344,9.246802922852297,UMI:Ex4,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,0.0108,1.2882681513447534,3.008285362820486,UMI:Ex4,AIBS2019
Exc_L4-5_RORB_DAPK2,2,0,1.8530268714569313,10.42509935518124,UMI:Ex4,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.5933177077962635,10.977712539164894,UMI:Ex4,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0.0432,1.2211237748365307,2.0407341187218386,UMI:Ex4,AIBS2019
Exc_L4-6_RORB_C1R,2,0,1.931925858672218,14.381472970569911,UMI:Ex4,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,1.878112398752102,16.757990874867048,UMI:Ex4,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,1.420606903490596,5.975047322767535,UMI:Ex4,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,5e-4,1.3536664509219045,4.600494038130429,UMI:Ex4,AIBS2019
Exc_L5-6_RORB_TTC12,2,0,1.7322810672670623,8.536641061380797,UMI:Ex4,AIBS2019
Exc_L5-6_SLC17A7_IL15,2,0.0087,1.355727059368711,3.278763800796444,UMI:Ex4,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0,1.6188619331951788,11.975215821851226,UMI:Ex4,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,4e-4,1.4339217692862898,5.0521459224886955,UMI:Ex4,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,0.0201,1.2993423650223321,2.6501626534153755,UMI:Ex4,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,0.0013,1.3938578540003466,4.590776825215177,UMI:Ex4,AIBS2019
Exc_L6_FEZF2_OR2T8,2,1e-4,1.4998032930623975,4.769538882445338,UMI:Ex4,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,4e-4,1.5581656121624727,5.008568665731385,UMI:Ex4,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.3167,1.0245130046931152,0.21666279279558767,UMI:Ex4,AIBS2019
Inh_L1-2_LAMP5_DBP,2,0.1226,1.1164305386661675,1.161093735115221,UMI:Ex4,AIBS2019
Inh_L1-2_PAX6_CDH12,2,0.2287,1.05044772165184,0.5587955845761351,UMI:Ex4,AIBS2019
Inh_L1-2_PAX6_TNFAIP8L3,2,0.277,1.052000702935943,0.501108621690604,UMI:Ex4,AIBS2019
Inh_L1-2_SST_BAGE2,2,0.3694,1.0154907499773178,0.18553093370731594,UMI:Ex4,AIBS2019
Inh_L1-2_VIP_LBH,2,0.31,1.025394472127366,0.24484210453098817,UMI:Ex4,AIBS2019
Inh_L1-2_VIP_PCDH20,2,0.1554,1.087325184609413,0.88599982263562,UMI:Ex4,AIBS2019
Inh_L1-2_VIP_TSPAN12,2,0.2084,1.0583154369028036,0.7008292423557997,UMI:Ex4,AIBS2019
Inh_L1-3_PAX6_SYT6,2,0.3645,1.0164541724981848,0.16557946914336075,UMI:Ex4,AIBS2019
Inh_L1-3_SST_CALB1,2,0.4709,0.9970399432775722,-0.039321581996685416,UMI:Ex4,AIBS2019
Inh_L1-3_VIP_ADAMTSL1,2,0.6496,0.9594086183100177,-0.460802635748344,UMI:Ex4,AIBS2019
Inh_L1-3_VIP_CCDC184,2,0.427,1.0012300939054046,0.013718487804019682,UMI:Ex4,AIBS2019
Inh_L1-3_VIP_CHRM2,2,0.456,0.996898138729705,-0.040429347165596013,UMI:Ex4,AIBS2019
Inh_L1-3_VIP_GGH,2,0.4849,0.9816796561808081,-0.16064337745528973,UMI:Ex4,AIBS2019
Inh_L1-4_LAMP5_LCP2,2,0.0687,1.1096566525936056,1.540987926207436,UMI:Ex4,AIBS2019
Inh_L1-4_VIP_CHRNA6,2,0.4653,0.9964753383449322,-0.03214771628004465,UMI:Ex4,AIBS2019
Inh_L1-4_VIP_OPRM1,2,0.2365,1.0485571121012913,0.4985167514305904,UMI:Ex4,AIBS2019
Inh_L1-4_VIP_PENK,2,0.3464,1.029499765016371,0.2618952495268507,UMI:Ex4,AIBS2019
Inh_L1_SST_CHRNA4,2,0.0818,1.141515943091331,1.455434833163636,UMI:Ex4,AIBS2019
Inh_L1_SST_NMBR,2,0.0475,1.1322909359820048,1.8176831725649965,UMI:Ex4,AIBS2019
Inh_L2-3_VIP_CASC6,2,0.182,1.0659844923265553,0.8696655028746884,UMI:Ex4,AIBS2019
Inh_L2-4_PVALB_WFDC2,2,0.2263,1.039486003726962,0.7252375853409906,UMI:Ex4,AIBS2019
Inh_L2-4_SST_FRZB,2,0.0702,1.120101181851258,1.4540882759523124,UMI:Ex4,AIBS2019
Inh_L2-4_VIP_CBLN1,2,0.2462,1.0511311120899436,0.5507121856790631,UMI:Ex4,AIBS2019
Inh_L2-4_VIP_SPAG17,2,0.3066,1.0370573993942453,0.3837408571170914,UMI:Ex4,AIBS2019
Inh_L2-5_PVALB_SCUBE3,2,0.1274,1.129153259813228,1.0804984508557676,UMI:Ex4,AIBS2019
Inh_L2-5_VIP_SERPINF1,2,0.5007,0.9810663992395324,-0.16660637106588866,UMI:Ex4,AIBS2019
Inh_L2-5_VIP_TYR,2,0.2545,1.0509923957427112,0.45901801747333393,UMI:Ex4,AIBS2019
Inh_L2-6_LAMP5_CA1,2,0.1008,1.0995171169608162,1.3005167491403176,UMI:Ex4,AIBS2019
Inh_L2-6_VIP_QPCT,2,0.2606,1.0537091680065933,0.5109572668825975,UMI:Ex4,AIBS2019
Inh_L3-5_SST_ADGRG6,2,0.3842,1.0138627548910821,0.18150965621881401,UMI:Ex4,AIBS2019
Inh_L3-6_SST_HPGD,2,0.1447,1.0916692245877921,0.932306653449627,UMI:Ex4,AIBS2019
Inh_L3-6_SST_NPY,2,0.8833,0.8486773026277435,-1.0734367063153263,UMI:Ex4,AIBS2019
Inh_L3-6_VIP_HS3ST3A1,2,0.5923,0.9614813798664686,-0.3749892293708156,UMI:Ex4,AIBS2019
Inh_L4-5_PVALB_MEPE,2,0.866,0.9204412299052133,-1.0125467241663442,UMI:Ex4,AIBS2019
Inh_L4-5_SST_STK32A,2,0.2275,1.053656173109996,0.5438604778005961,UMI:Ex4,AIBS2019
Inh_L4-6_PVALB_SULF1,2,0.3694,1.0169045800961447,0.2889484458531133,UMI:Ex4,AIBS2019
Inh_L4-6_SST_B3GAT2,2,0.0777,1.1142603156148878,1.5124663517577914,UMI:Ex4,AIBS2019
Inh_L4-6_SST_GXYLT2,2,0.1439,1.1199394898357564,1.042578288231861,UMI:Ex4,AIBS2019
Inh_L5-6_GAD1_GLP1R,2,0.6493,0.9317253565851782,-0.514554896041772,UMI:Ex4,AIBS2019
Inh_L5-6_PVALB_LGR5,2,0.8237,0.9103839930754895,-0.8625940857497636,UMI:Ex4,AIBS2019
Inh_L5-6_SST_KLHDC8A,2,0.4608,0.9886185047918082,-0.09868587060501993,UMI:Ex4,AIBS2019
Inh_L5-6_SST_MIR548F2,2,0.7912,0.9261788751502098,-0.7524525098630994,UMI:Ex4,AIBS2019
Inh_L5-6_SST_NPM1P10,2,0.0839,1.1365056910322053,1.3710614401909025,UMI:Ex4,AIBS2019
Inh_L5-6_SST_TH,2,0.1517,1.128674432857612,1.0333927879265308,UMI:Ex4,AIBS2019
Micro_L1-3_TYROBP,2,1,0.17218974198728051,-3.7964208761740044,UMI:Ex4,AIBS2019
OPC_L1-6_PDGFRA,2,1,0.4740935136042315,-3.662130922779191,UMI:Ex4,AIBS2019
Oligo_L1-6_OPALIN,2,1,0.2872838262014988,-3.7489894107112844,UMI:Ex4,AIBS2019
Astro_L1-2_FGFR3_GFAP,2,1,0.31415944128356954,-3.682579819382588,UMI:Ex5b,AIBS2019
Astro_L1-6_FGFR3_SLC14A1,2,1,0.33184352643381243,-4.303565026464153,UMI:Ex5b,AIBS2019
Endo_L2-6_NOSTRIN,2,1,0.22274978910262777,-3.156967948073402,UMI:Ex5b,AIBS2019
Exc_L2-3_LINC00507_FREM3,2,0,1.7031195373728036,11.726672468867578,UMI:Ex5b,AIBS2019
Exc_L2-4_LINC00507_GLP2R,2,0,1.7517629979117226,8.385372941046075,UMI:Ex5b,AIBS2019
Exc_L2_LAMP5_LTK,2,0,1.6088985192747802,8.140453761010741,UMI:Ex5b,AIBS2019
Exc_L3-4_RORB_CARM1P1,2,0,1.589956857633827,8.003292631101717,UMI:Ex5b,AIBS2019
Exc_L3-5_RORB_COL22A1,2,0,1.658106448188212,7.525420078424464,UMI:Ex5b,AIBS2019
Exc_L3-5_RORB_ESR1,2,0,1.7749164401027884,10.65309281082701,UMI:Ex5b,AIBS2019
Exc_L3-5_RORB_FILIP1L,2,0,1.6891449552088418,9.802174473731444,UMI:Ex5b,AIBS2019
Exc_L3-5_RORB_TWIST2,2,0,1.79792258858597,8.515196248292739,UMI:Ex5b,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,0,1.5850558866147473,5.935603292029683,UMI:Ex5b,AIBS2019
Exc_L4-5_RORB_DAPK2,2,0,1.7407982834404454,8.335585020462474,UMI:Ex5b,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.9163935988025649,15.542285841823169,UMI:Ex5b,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0.0562,1.2286755023059035,1.8264411275608958,UMI:Ex5b,AIBS2019
Exc_L4-6_RORB_C1R,2,0,1.9768960127821258,13.552015403923324,UMI:Ex5b,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,2.0269525658238288,17.96068764026523,UMI:Ex5b,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,1.9025594833725616,12.44255230700056,UMI:Ex5b,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,0,1.713603875056356,8.72917205458762,UMI:Ex5b,AIBS2019
Exc_L5-6_RORB_TTC12,2,0,2.040967150176951,11.10939276399011,UMI:Ex5b,AIBS2019
